id,reference_id,amount,currency,date,status,can_cancel
1070533833,25873774,308.17,SAR,"2021-11-08 14:59:47.000000","تم التوصيل",
347854459,25870816,84.65,SAR,"2021-11-08 14:01:07.000000","تم التوصيل",
400259307,25870160,138,SAR,"2021-11-08 13:47:58.000000","تم الشحن",
1774762229,25869650,156.15,SAR,"2021-11-08 13:38:05.000000","تم التوصيل",
1426210735,25869324,166.6,SAR,"2021-11-08 13:31:36.000000","تم التوصيل",
1023997677,2586442,135,SAR,"2020-05-02 20:38:34.000000","تم الشحن",
355665208,2586013,138.6,SAR,"2020-05-02 20:24:11.000000","تم الشحن",
204764847,2585868,157.15,SAR,"2020-05-02 20:25:07.000000",ملغي,
714077620,25858321,120.06,SAR,"2021-11-08 08:14:47.000000","تم التوصيل",
2117852603,25856544,274.05,SAR,"2021-11-08 06:52:38.000000","تم التوصيل",
535795434,2585167,199,SAR,"2020-05-02 19:57:17.000000","تم الشحن",
782101065,25849838,204.21,SAR,"2021-11-08 02:27:43.000000","تم التوصيل",
203824706,25846503,128.52,SAR,"2021-11-08 01:13:30.000000","تم التوصيل",
1097439928,2584605,199,SAR,"2020-05-02 19:37:59.000000","تم الشحن",
1920505175,2584308,196.2,SAR,"2020-05-02 19:26:51.000000","تم الشحن",
1234174651,25842976,212.3,SAR,"2021-11-08 00:07:59.000000","تم التوصيل",
1017149300,25841617,812.6,SAR,"2021-11-07 23:43:29.000000","تم التوصيل",
1968719540,25837585,290.2,SAR,"2021-11-07 22:30:49.000000","تم الشحن",
1398148614,25835171,213,SAR,"2021-11-07 21:46:47.000000","تم التوصيل",
770709236,25833553,453.04,SAR,"2021-11-07 21:20:44.000000","تم الشحن",
117832038,25832387,109.28,SAR,"2021-11-07 21:01:28.000000","تم التوصيل",
308429557,25830226,95.4,SAR,"2021-11-07 20:25:36.000000","تم التوصيل",
1950377324,2582985,300.01,SAR,"2020-05-02 18:01:30.000000","تم الشحن",
968179482,2582975,196.2,SAR,"2020-05-02 18:04:40.000000",ملغي,
822906491,25827808,194.3,SAR,"2021-11-07 19:46:20.000000","تم التوصيل",
62270423,2582644,300,SAR,"2020-05-02 17:50:39.000000","تم الشحن",
827252499,258232,113,SAR,"2019-04-18 13:06:25.000000","تم الشحن",
423374772,2582289,300.01,SAR,"2020-05-02 17:36:38.000000",ملغي,
1775325975,258228,136,SAR,"2019-04-18 12:47:04.000000","تم الشحن",
1146487317,25822130,237.01,SAR,"2021-11-07 18:08:00.000000","تم الشحن",
870308809,25820782,67.57,SAR,"2021-11-07 17:42:11.000000","تم التوصيل",
1948573358,25820683,110.16,SAR,"2021-11-07 17:40:45.000000","تم التوصيل",
913034580,25815537,143.3,SAR,"2021-11-07 15:51:46.000000","جاري التوصيل",
1823283662,2581355,138.6,SAR,"2020-05-02 16:37:49.000000","تم الشحن",
162015482,25813087,91,SAR,"2021-11-07 14:51:01.000000","تم التوصيل",
164216912,2581237,199,SAR,"2020-05-02 16:30:46.000000","تم الشحن",
948199620,25810529,111.49,SAR,"2021-11-07 13:48:13.000000","تم التوصيل",
351623051,258096,388,SAR,"2019-04-18 08:27:00.000000",ملغي,
1400005126,25809571,109.17,SAR,"2021-11-07 13:25:45.000000","تم التوصيل",
675758210,258087,728,SAR,"2019-04-18 08:06:20.000000","تم الشحن",
969357011,25807224,496.27,SAR,"2021-11-07 12:20:06.000000","جاري التوصيل",
431543553,25803942,157.1,SAR,"2021-11-07 10:21:46.000000","تم التوصيل",
243323084,2580073,150,SAR,"2020-05-02 15:31:17.000000",ملغي,
1748144275,25800504,168.49,SAR,"2021-11-07 07:25:27.000000","تم التوصيل",
50941912,2579325,280.67,SAR,"2020-05-02 14:20:17.000000","تم الشحن",
2047062351,2579180,272.5,SAR,"2020-05-02 14:06:41.000000","تم الشحن",
812996543,25789468,224.85,SAR,"2021-11-07 00:01:39.000000","تم الشحن",
1633909078,25787379,120.06,SAR,"2021-11-06 23:15:54.000000","تم التوصيل",
737386121,25787182,214.11,SAR,"2021-11-06 23:11:17.000000","تم التوصيل",
1522013868,25786377,91.55,SAR,"2021-11-06 22:55:08.000000","تم التوصيل",
2129068769,257862,128,SAR,"2019-04-18 00:34:18.000000","تم الشحن",
979639666,25785303,214.11,SAR,"2021-11-06 22:28:47.000000","تم التوصيل",
156882133,25784690,120.06,SAR,"2021-11-06 22:15:40.000000","تم التوصيل",
677478459,2578336,150,SAR,"2020-05-02 12:39:32.000000","تم الشحن",
1144875935,25780284,114,SAR,"2021-11-06 20:40:41.000000","جاري التوصيل",
670466099,25780120,53.6,SAR,"2021-11-06 20:37:32.000000","تم التوصيل",
605872902,25776547,186.45,SAR,"2021-11-06 19:28:54.000000","تم التوصيل",
280180373,25775922,195.15,SAR,"2021-11-06 19:17:47.000000","تم الشحن",
651362822,25768611,50.84,SAR,"2021-11-06 16:49:17.000000","تم التوصيل",
1603761962,2576783,360.91,SAR,"2020-05-02 09:02:17.000000","تم الشحن",
1696248164,25765313,101.95,SAR,"2021-11-06 15:35:30.000000","تم التوصيل",
1877146486,25762259,141.92,SAR,"2021-11-06 14:20:15.000000","تم التوصيل",
1266458475,25762000,120.06,SAR,"2021-11-06 14:14:20.000000","تم التوصيل",
1388629174,25757715,185.61,SAR,"2021-11-06 12:03:29.000000","تم التوصيل",
827956365,25755946,83.09,SAR,"2021-11-06 10:41:14.000000","تم التوصيل",
370256195,25753320,120.06,SAR,"2021-11-06 07:32:17.000000","تم التوصيل",
801850944,25750757,362,SAR,"2021-11-06 04:34:31.000000","تم الشحن",
396738586,25745599,214.11,SAR,"2021-11-06 01:18:33.000000","تم التوصيل",
1692604913,25745494,470.46,SAR,"2021-11-06 01:15:58.000000","تم التوصيل",
1117048085,2574514,195,SAR,"2020-05-02 06:03:44.000000","تم الشحن",
796403821,25744842,402.22,SAR,"2021-11-06 00:57:14.000000","تم التوصيل",
2094342435,25742984,283.05,SAR,"2021-11-06 00:06:36.000000","تم التوصيل",
876751636,25742257,111.22,SAR,"2021-11-05 23:47:22.000000","تم التوصيل",
1557923246,25741067,214.11,SAR,"2021-11-05 23:14:47.000000","تم التوصيل",
1108024742,25741059,246,SAR,"2021-11-05 23:14:40.000000","تم الشحن",
117422371,2573960,150,SAR,"2020-05-02 05:40:30.000000",ملغي,
1390155486,2573947,199,SAR,"2020-05-02 05:38:01.000000","تم الشحن",
